,0
age,0
education,0
balance,294
day,0
month,0
duration,0
campaign,0
pdays,1604
previous,0
poutcome,1603
job_blue,0
job_entrepreneur,0
job_housemaid,0
job_management,1641
job_retired,1971
job_self,0
job_services,1930
job_student,0
job_technician,1781
job_unemployed,0
job_unknown,0
marital_married,0
marital_single,1443
default_yes,2079
housing_yes,0
loan_yes,0
contact_telephone,1946
contact_unknown,1650
