,0
Age,100
Job,0
Credit amount,99
Duration,100
Sex_female,100
Sex_male,0
Housing_free,100
Housing_own,0
Housing_rent,82
Saving accounts_little,0
Saving accounts_moderate,92
Saving accounts_quite rich,0
Checking account_little,69
Checking account_moderate,75
Checking account_rich,0
Purpose_business,0
Purpose_car,64
Purpose_domestic appliances,100
Purpose_education,0
Purpose_furniture/equipment,81
Purpose_radio/TV,78
Purpose_repairs,97
