,0
Age,0
Job,100
Credit amount,1
Duration,0
Sex_female,0
Sex_male,100
Housing_free,0
Housing_own,100
Housing_rent,18
Saving accounts_little,100
Saving accounts_moderate,8
Saving accounts_quite rich,100
Checking account_little,31
Checking account_moderate,25
Checking account_rich,100
Purpose_business,100
Purpose_car,36
Purpose_domestic appliances,0
Purpose_education,100
Purpose_furniture/equipment,19
Purpose_radio/TV,22
Purpose_repairs,3
