timestamp,executed,status,duration,mem_mean,mem_median,mem_peak,return_code,output,tool,benchmark,dataset,model,phase
1712866552,True,success,3.22,715859456.0,585588736.0,4044967936,0,/experiments/comparison/selfchecker/1/GC6/performance.json,selfchecker,trustbench,GC,GC6,infer
1712866555,True,success,3.22,693092352.0,586096640.0,3984994304,0,/experiments/comparison/selfchecker/1/GC4/performance.json,selfchecker,trustbench,GC,GC4,infer
1712866558,True,success,3.22,673110016.0,534353920.0,3938463744,0,/experiments/comparison/selfchecker/1/GC9/performance.json,selfchecker,trustbench,GC,GC9,infer
1712866561,True,success,3.22,599582976.0,481751040.0,3526692864,0,/experiments/comparison/selfchecker/1/GC1/performance.json,selfchecker,trustbench,GC,GC1,infer
1712866565,True,success,3.22,722751744.0,578959360.0,4267610112,0,/experiments/comparison/selfchecker/1/GC7/performance.json,selfchecker,trustbench,GC,GC7,infer
1712866568,True,success,3.42,675746755.7647059,570671104.0,4312915968,0,/experiments/comparison/selfchecker/1/GC2/performance.json,selfchecker,trustbench,GC,GC2,infer
1712866571,True,success,3.22,619151360.0,507832320.0,3568529408,0,/experiments/comparison/selfchecker/1/GC8/performance.json,selfchecker,trustbench,GC,GC8,infer
1712866575,True,success,3.22,701443584.0,514658304.0,4648742912,0,/experiments/comparison/selfchecker/1/HP4/performance.json,selfchecker,trustbench,HP,HP4,infer
1712866578,True,success,3.22,671102720.0,581255168.0,3735023616,0,/experiments/comparison/selfchecker/1/HP3/performance.json,selfchecker,trustbench,HP,HP3,infer
1712866581,True,success,3.02,667761595.7333333,551051264.0,3737325568,0,/experiments/comparison/selfchecker/1/HP2/performance.json,selfchecker,trustbench,HP,HP2,infer
1712866584,True,success,3.22,688670464.0,581494784.0,3958472704,0,/experiments/comparison/selfchecker/1/HP1/performance.json,selfchecker,trustbench,HP,HP1,infer
1712866587,True,success,3.22,649054976.0,507398144.0,4012711936,0,/experiments/comparison/selfchecker/1/PD2/performance.json,selfchecker,trustbench,PD,PD2,infer
1712866591,True,success,3.22,615579392.0,514940928.0,3488825344,0,/experiments/comparison/selfchecker/1/PD1/performance.json,selfchecker,trustbench,PD,PD1,infer
1712866594,True,success,3.02,705389090.1333333,547635200.0,4249833472,0,/experiments/comparison/selfchecker/1/PD4/performance.json,selfchecker,trustbench,PD,PD4,infer
1712866597,True,success,3.22,655337216.0,529649664.0,4012851200,0,/experiments/comparison/selfchecker/1/PD3/performance.json,selfchecker,trustbench,PD,PD3,infer
1712866600,True,success,1352.59,2780443207.4011016,2828353536.0,7721189376,0,/experiments/comparison/selfchecker/1/CIFAR10/performance.json,selfchecker,trustbench,CIFAR10,CIFAR10,infer
