,0
Age,200
Job,200
Credit amount,200
Duration,200
Sex_female,200
Sex_male,145
Housing_free,18
Housing_own,143
Housing_rent,39
Saving accounts_little,127
Saving accounts_moderate,200
Saving accounts_quite rich,200
Checking account_little,200
Checking account_moderate,43
Checking account_rich,8
Purpose_business,20
Purpose_car,72
Purpose_domestic appliances,200
Purpose_education,200
Purpose_furniture/equipment,200
Purpose_radio/TV,57
Purpose_repairs,200
