,0
Age,0
Job,0
Credit amount,0
Duration,0
Sex_female,0
Sex_male,55
Housing_free,182
Housing_own,57
Housing_rent,161
Saving accounts_little,73
Saving accounts_moderate,0
Saving accounts_quite rich,0
Checking account_little,0
Checking account_moderate,157
Checking account_rich,192
Purpose_business,180
Purpose_car,128
Purpose_domestic appliances,0
Purpose_education,0
Purpose_furniture/equipment,0
Purpose_radio/TV,143
Purpose_repairs,0
