,0
Age,100
Job,97
Credit amount,100
Duration,100
Sex_female,31
Sex_male,100
Housing_free,100
Housing_own,100
Housing_rent,18
Saving accounts_little,100
Saving accounts_moderate,100
Saving accounts_quite rich,4
Checking account_little,100
Checking account_moderate,25
Checking account_rich,100
Purpose_business,13
Purpose_car,100
Purpose_domestic appliances,100
Purpose_education,3
Purpose_furniture/equipment,19
Purpose_radio/TV,100
Purpose_repairs,100
