,0
Age,200
Job,195
Credit amount,200
Duration,198
Sex_female,55
Sex_male,200
Housing_free,200
Housing_own,200
Housing_rent,200
Saving accounts_little,127
Saving accounts_moderate,14
Saving accounts_quite rich,200
Checking account_little,65
Checking account_moderate,43
Checking account_rich,200
Purpose_business,20
Purpose_car,200
Purpose_domestic appliances,200
Purpose_education,6
Purpose_furniture/equipment,37
Purpose_radio/TV,57
Purpose_repairs,3
