,0
Age,0
Job,5
Credit amount,0
Duration,2
Sex_female,145
Sex_male,0
Housing_free,0
Housing_own,0
Housing_rent,0
Saving accounts_little,73
Saving accounts_moderate,186
Saving accounts_quite rich,0
Checking account_little,135
Checking account_moderate,157
Checking account_rich,0
Purpose_business,180
Purpose_car,0
Purpose_domestic appliances,0
Purpose_education,194
Purpose_furniture/equipment,163
Purpose_radio/TV,143
Purpose_repairs,197
