,0
Age,200
Job,200
Credit amount,200
Duration,188
Sex_female,200
Sex_male,200
Housing_free,18
Housing_own,200
Housing_rent,200
Saving accounts_little,200
Saving accounts_moderate,14
Saving accounts_quite rich,12
Checking account_little,200
Checking account_moderate,200
Checking account_rich,200
Purpose_business,200
Purpose_car,200
Purpose_domestic appliances,200
Purpose_education,6
Purpose_furniture/equipment,200
Purpose_radio/TV,200
Purpose_repairs,3
