,0
Age,0
Job,0
Credit amount,0
Duration,1
Sex_female,69
Sex_male,0
Housing_free,95
Housing_own,23
Housing_rent,0
Saving accounts_little,39
Saving accounts_moderate,92
Saving accounts_quite rich,0
Checking account_little,0
Checking account_moderate,0
Checking account_rich,0
Purpose_business,87
Purpose_car,64
Purpose_domestic appliances,98
Purpose_education,97
Purpose_furniture/equipment,81
Purpose_radio/TV,0
Purpose_repairs,0
