,0
Age,100
Job,100
Credit amount,100
Duration,99
Sex_female,31
Sex_male,100
Housing_free,5
Housing_own,77
Housing_rent,100
Saving accounts_little,61
Saving accounts_moderate,8
Saving accounts_quite rich,100
Checking account_little,100
Checking account_moderate,100
Checking account_rich,100
Purpose_business,13
Purpose_car,36
Purpose_domestic appliances,2
Purpose_education,3
Purpose_furniture/equipment,19
Purpose_radio/TV,100
Purpose_repairs,100
