,0
age,1058
education,1058
balance,905
day,1058
month,1058
duration,1058
campaign,1058
pdays,257
previous,257
poutcome,1058
job_blue,1058
job_entrepreneur,1058
job_housemaid,1058
job_management,1058
job_retired,1058
job_self,1058
job_services,1058
job_student,32
job_technician,1058
job_unemployed,1058
job_unknown,1058
marital_married,1058
marital_single,1058
default_yes,1058
housing_yes,1058
loan_yes,149
contact_telephone,1058
contact_unknown,1058
