,0
Age,100
Job,97
Credit amount,100
Duration,99
Sex_female,100
Sex_male,100
Housing_free,5
Housing_own,100
Housing_rent,100
Saving accounts_little,61
Saving accounts_moderate,100
Saving accounts_quite rich,4
Checking account_little,100
Checking account_moderate,25
Checking account_rich,3
Purpose_business,13
Purpose_car,100
Purpose_domestic appliances,100
Purpose_education,100
Purpose_furniture/equipment,100
Purpose_radio/TV,100
Purpose_repairs,100
