,0
Age,200
Job,195
Credit amount,200
Duration,198
Sex_female,200
Sex_male,200
Housing_free,18
Housing_own,200
Housing_rent,200
Saving accounts_little,127
Saving accounts_moderate,200
Saving accounts_quite rich,12
Checking account_little,200
Checking account_moderate,43
Checking account_rich,8
Purpose_business,20
Purpose_car,200
Purpose_domestic appliances,200
Purpose_education,200
Purpose_furniture/equipment,200
Purpose_radio/TV,200
Purpose_repairs,200
