,0
Age,100
Job,100
Credit amount,100
Duration,100
Sex_female,31
Sex_male,100
Housing_free,5
Housing_own,100
Housing_rent,100
Saving accounts_little,100
Saving accounts_moderate,100
Saving accounts_quite rich,4
Checking account_little,100
Checking account_moderate,100
Checking account_rich,3
Purpose_business,100
Purpose_car,100
Purpose_domestic appliances,100
Purpose_education,3
Purpose_furniture/equipment,100
Purpose_radio/TV,22
Purpose_repairs,100
