,0
Age,0
Job,0
Credit amount,0
Duration,0
Sex_female,0
Sex_male,31
Housing_free,95
Housing_own,23
Housing_rent,82
Saving accounts_little,39
Saving accounts_moderate,0
Saving accounts_quite rich,0
Checking account_little,0
Checking account_moderate,75
Checking account_rich,97
Purpose_business,87
Purpose_car,64
Purpose_domestic appliances,0
Purpose_education,0
Purpose_furniture/equipment,0
Purpose_radio/TV,78
Purpose_repairs,0
