,0
Age,100
Job,100
Credit amount,100
Duration,100
Sex_female,100
Sex_male,69
Housing_free,5
Housing_own,77
Housing_rent,18
Saving accounts_little,61
Saving accounts_moderate,100
Saving accounts_quite rich,100
Checking account_little,100
Checking account_moderate,25
Checking account_rich,3
Purpose_business,13
Purpose_car,36
Purpose_domestic appliances,100
Purpose_education,100
Purpose_furniture/equipment,100
Purpose_radio/TV,22
Purpose_repairs,100
