,0
age,1058
education,1006
balance,905
day,1058
month,1058
duration,1058
campaign,1058
pdays,257
previous,257
poutcome,1058
job_blue,1058
job_entrepreneur,1058
job_housemaid,1058
job_management,250
job_retired,77
job_self,42
job_services,1058
job_student,32
job_technician,1058
job_unemployed,40
job_unknown,1058
marital_married,1058
marital_single,1058
default_yes,19
housing_yes,502
loan_yes,149
contact_telephone,1058
contact_unknown,1058
