,0
age,2116
education,2116
balance,1971
day,2116
month,2116
duration,2116
campaign,2116
pdays,514
previous,2116
poutcome,513
job_blue,2116
job_entrepreneur,68
job_housemaid,2116
job_management,475
job_retired,145
job_self,2116
job_services,2116
job_student,70
job_technician,335
job_unemployed,67
job_unknown,14
marital_married,2116
marital_single,2116
default_yes,2116
housing_yes,2116
loan_yes,290
contact_telephone,2116
contact_unknown,2116
