,0
Age,0
Job,200
Credit amount,1
Duration,0
Sex_female,0
Sex_male,200
Housing_free,0
Housing_own,200
Housing_rent,39
Saving accounts_little,200
Saving accounts_moderate,14
Saving accounts_quite rich,200
Checking account_little,65
Checking account_moderate,43
Checking account_rich,200
Purpose_business,200
Purpose_car,72
Purpose_domestic appliances,0
Purpose_education,200
Purpose_furniture/equipment,37
Purpose_radio/TV,57
Purpose_repairs,3
