,0
age,0
education,0
balance,61
day,0
month,29
duration,0
campaign,0
pdays,0
previous,0
poutcome,1058
job_blue,1058
job_entrepreneur,0
job_housemaid,1058
job_management,1058
job_retired,0
job_self,0
job_services,1058
job_student,1058
job_technician,1058
job_unemployed,0
job_unknown,0
marital_married,0
marital_single,0
default_yes,0
housing_yes,1058
loan_yes,0
contact_telephone,0
contact_unknown,0
