,0
Age,200
Job,200
Credit amount,200
Duration,200
Sex_female,55
Sex_male,200
Housing_free,200
Housing_own,143
Housing_rent,200
Saving accounts_little,200
Saving accounts_moderate,14
Saving accounts_quite rich,200
Checking account_little,200
Checking account_moderate,43
Checking account_rich,8
Purpose_business,20
Purpose_car,200
Purpose_domestic appliances,200
Purpose_education,6
Purpose_furniture/equipment,37
Purpose_radio/TV,57
Purpose_repairs,200
